title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Timothy,H.,Bishop,,,D,NY,01,1,M,202-225-3826,202-225-3143,http://timbishop.house.gov,"http://timbishop.house.gov/?sectionid=96&amp;sectiontree=7,96",306 Cannon House Office Building,B001242,44518,H2NY01067,400031,N00025413,TimBishopNY,http://www.opencongress.org/wiki/Timothy_Bishop,http://youtube.com/timbishop01,7940339401,,,6/1/1950
Rep,Marsha,W.,Blackburn,,,R,TN,07,1,F,202-225-2811,202-225-3004,http://blackburn.house.gov,http://blackburn.house.gov/contactform/,217 Cannon House Office Building,B001243,25186,H2TN06030,400032,N00003105,MarshaBlackburn,http://www.opencongress.org/wiki/Marsha_Blackburn,http://youtube.com/RepMarshaBlackburn,6470828395,,,6/6/1952
Rep,Michael,C.,Burgess,,,R,TX,26,1,M,202-225-7772,202-225-2919,http://burgess.house.gov,https://forms.house.gov/wyr/welcome.shtml,2336 Rayburn House Office Building,B001248,50120,H2TX26093,400052,N00025219,MichaelCBurgess,http://www.opencongress.org/wiki/Michael_Burgess,http://youtube.com/michaelcburgessmd,6916472567,,,12/23/1950
Rep,Rob,,Bishop,,,R,UT,01,1,M,202-225-0453,202-225-5857,http://robbishop.house.gov,http://robbishop.house.gov/ZipAuth.aspx,123 Cannon House Office Building,B001250,50544,H2UT01094,400029,N00025292,RepRobBishop,http://www.opencongress.org/wiki/Rob_Bishop,http://youtube.com/CongressmanBishop,RepRobBishop,,,7/13/1951
Rep,George,K.,Butterfield,Jr.,G.K.,D,NC,01,1,M,202-225-3101,202-225-3354,http://butterfield.house.gov,https://butterfield.house.gov/email-congressman-butterfield,2305 Rayburn House Office Building,B001251,41077,H4NC01046,400616,N00027035,GKButterfield,http://www.opencongress.org/wiki/George_Butterfield,http://youtube.com/GKBNC01,2.75E+14,,,4/27/1947
Rep,John,,Barrow,,,D,GA,12,1,M,202-225-2823,202-225-3377,http://barrow.house.gov,http://barrow.house.gov/contact/email-me,2202 Rayburn House Office Building,B001252,31780,H4GA12010,400628,N00026080,RepJohnBarrow,http://www.opencongress.org/wiki/John_Barrow,http://youtube.com/RepJohnBarrow,2.85E+11,,,10/31/1955
Rep,Charles,W.,Boustany,Jr.,,R,LA,03,1,M,202-225-2031,202-225-5724,http://www.house.gov/boustany,https://boustanyforms.house.gov/contact-me,1431 Longworth House Office Building,B001255,35514,H4LA07029,400636,N00026595,RepBoustany,http://www.opencongress.org/wiki/Charles_Boustany,http://youtube.com/boustanyla07,1.97E+14,,,2/21/1956
Rep,Michele,Marie,Bachmann,,,R,MN,06,1,F,202-225-2331,202-225-6475,http://bachmann.house.gov,https://bachmann.house.gov/contact/email-michele,2417 Rayburn House Office Building,B001256,54675,H6MN06074,412216,N00027493,MicheleBachmann,http://www.opencongress.org/wiki/Michele_Bachmann,http://youtube.com/RepMicheleBachmann,7658849357,,,4/6/1956
Rep,Gus,Michael,Bilirakis,,Gus,R,FL,12,1,M,202-225-5755,202-225-4085,http://bilirakis.house.gov,http://bilirakis.house.gov/index.php?option=com_content&amp;task=view&amp;id=212&amp;Itemid=44,2313 Rayburn House Office Building,B001257,17318,H6FL09070,412250,N00027462,RepGusBilirakis,http://www.opencongress.org/wiki/Gus_Michael_Bilirakis,http://youtube.com/RepGusBilirakis,1.35E+14,,,2/8/1963
Rep,Bruce,L.,Braley,,,D,IA,01,1,M,202-225-2911,202-225-6666,http://braley.house.gov,http://braley.house.gov/contact,2263 Rayburn House Office Building,B001259,57382,H6IA01098,412208,N00027464,BruceBraley,http://www.opencongress.org/wiki/Bruce_Braley,http://youtube.com/repbrucebraley,1.79E+14,,,10/30/1957
Rep,Vern,,Buchanan,,,R,FL,16,1,M,202-225-5015,202-226-0828,http://buchanan.house.gov,https://forms.house.gov/buchanan/webforms/contact-new.html,2104 Rayburn House Office Building,B001260,66247,H6FL13148,412196,N00027626,VernBuchanan,http://www.opencongress.org/wiki/Vern_Buchanan,http://youtube.com/vernbuchanan,67106719910,,,5/8/1951
Rep,Paul,C.,Broun,Jr.,,R,GA,10,1,M,202-225-4101,202-226-0776,http://broun.house.gov,http://broun.house.gov/contact/,2437 Rayburn House Office Building,B001262,70001,H8GA10049,412252,N00028986,RepPaulBrounMD,http://www.opencongress.org/wiki/Paul_Broun,http://youtube.com/RepPaulBroun,1.24E+14,,,5/14/1946
Rep,Lou,,Barletta,,,R,PA,11,1,M,202-225-6511,202-225-0764,http://barletta.house.gov,"https://barletta.house.gov/index.cfm?sectionid=58&amp;sectiontree=2,58",115 Cannon House Office Building,B001269,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,1.92E+14,,,1/28/1956
Rep,Karen,,Bass,,,D,CA,37,1,F,202-225-7084,202- 225-2422,http://bass.house.gov,http://bass.house.gov/contact-me/email-me,408 Cannon House Office Building,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,1.91E+14,,,10/3/1953
Rep,Dan,,Benishek,,,R,MI,01,1,M,202-225-4735,202- 225-4744,http://benishek.house.gov,http://benishek.house.gov/contact-me/email-me,514 Cannon House Office Building,B001271,123056,H0MI01088,412436,N00031934,CongressmanDan,http://www.opencongress.org/wiki/Dan_Benishek,,1.24E+14,,,4/20/1952
Rep,Diane,,Black,,,R,TN,06,1,F,202-225-4231,202- 225-6887,http://black.house.gov,http://black.house.gov/contact-me/email-me,1531 Longworth House Office Building,B001273,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,1.86E+14,,,1/16/1951
Rep,Mo,,Brooks,,,R,AL,05,1,M,202-225-4801,202-225-4392,http://brooks.house.gov,https://brooks.house.gov/email-me,1230 Longworth House Office Building,B001274,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,1.55E+14,,,4/29/1954
Rep,Larry,,Bucshon,,,R,IN,08,1,M,202-225-4636,202-225-3284,http://bucshon.house.gov,http://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,1.36E+14,,,5/31/1962
Rep,Suzanne,,Bonamici,,,D,OR,01,1,F,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me,439 Cannon House Office Building,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,2.53E+14,,,10/14/1954
Rep,Ron,,Barber,,,D,AZ,02,1,M,202-225-2542,202-225-0378,http://barber.house.gov,https://barber.house.gov/contact-me/email-me,1029 Longworth House Office Building,B001279,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,2.45E+14,,,8/25/1945
Rep,Kerry,L.,Bentivolio,,,R,MI,11,1,M,202-225-8171,,http://bentivolio.house.gov,http://bentivolio.house.gov/contact/email-me,226 Cannon House Office Building,B001280,123059,H2MI11133,412547,N00033625,RepKerryB,,http://youtube.com/repkerry,3.17E+14,,,10/6/1951
Rep,Joyce,,Beatty,,,D,OH,03,1,F,202-225-4324,,http://beatty.house.gov,http://beatty.house.gov/contact/email-me,417 Cannon House Office Building,B001281,2427,H2OH03125,412565,N00033904,RepBeatty,,,,,,3/12/1950
Rep,Garland,,Barr,,Andy,R,KY,06,1,M,202-225-4706,,http://barr.house.gov,http://barr.house.gov/contact/email-me,1432 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,4.57E+14,,,7/24/1973
Rep,Jim,,Bridenstine,,,R,OK,01,1,M,202-225-2211,918-935-2716,http://bridenstine.house.gov,http://bridenstine.house.gov/contact/email-me,216 Cannon House Office Building,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,4.60E+14,,,6/15/1975
Rep,Susan,W.,Brooks,,,R,IN,05,1,F,202-225-2276,,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,5.18E+14,,,8/25/1960
Rep,Julia,,Brownley,,,D,CA,26,1,F,202-225-5811,202-225-1100,http://juliabrownley.house.gov,http://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,3.31E+14,,,8/28/1952
Rep,Cheri,,Bustos,,,D,IL,17,1,F,202-225-5905,309-786-3720,http://bustos.house.gov,http://bustos.house.gov/contact,1009 Longworth House Office Building,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,5.82E+14,,,10/17/1961
Rep,Ami,,Bera,,,D,CA,07,1,M,202-225-5716,202-226-1298,http://bera.house.gov,http://bera.house.gov/contact,1408 Longworth House Office Building,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,5.29E+14,,,3/2/1965
Rep,Bradley,,Byrne,,,R,AL,01,1,M,202-225-4931,,,,2236 Rayburn House Office Building,B001289,27584,H4AL01123,412601,N00035380,,,,,,,2/16/1955
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,http://calvert.house.gov,http://calvert.house.gov/contact/,2269 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,6/8/1953
Rep,Dave,Lee,Camp,,Dave,R,MI,04,1,M,202-225-3561,202-225-9679,http://camp.house.gov,http://camp.house.gov/contact,341 Cannon House Office Building,C000071,26911,H0MI10071,400058,N00008086,RepDaveCamp,http://www.opencongress.org/wiki/David_Lee_Camp,http://youtube.com/DaveCampYT,6775033524,,,7/9/1953
Rep,Steve,J.,Chabot,,Steve,R,OH,01,1,M,202-225-2216,202-225-3012,http://chabot.house.gov,http://chabot.house.gov/email-me/,2371 Rayburn House Office Building,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,2.05E+14,,,1/22/1953
Rep,James,E.,Clyburn,,Jim,D,SC,06,1,M,202-225-3315,202-225-2313,http://clyburn.house.gov,http://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,1.28E+14,,,7/21/1940
Rep,Howard,Howard,Coble,,Howard,R,NC,06,1,M,202-225-3065,202-225-8611,http://www.house.gov/coble,http://www.house.gov/writerep,2188 Rayburn House Office Building,C000556,27001,H4NC06011,400076,N00002247,HowardCoble,http://www.opencongress.org/wiki/John_Coble,,2.09E+14,,,3/18/1931
Rep,John,,Conyers,Jr.,,D,MI,13,1,M,202-225-5126,202-225-0072,http://www.house.gov/conyers,http://conyers.house.gov/index.cfm?FuseAction=Contact.OnlineContactForm,2426 Rayburn House Office Building,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,2.07E+11,,,5/16/1929
Rep,Jim,,Cooper,,,D,TN,05,1,M,202-225-4311,202-226-1035,http://cooper.house.gov,https://forms.house.gov/cooper/webforms/issue_subscribe.html,1536 Longworth House Office Building,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,6/19/1954
Rep,Elijah,E.,Cummings,,,D,MD,07,1,M,202-225-4741,202-225-3178,http://www.house.gov/cummings,https://forms.house.gov/wyr/welcome.shtml,2235 Rayburn House Office Building,C000984,345,H6MD07160,400090,N00001971,ElijahECummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,2.91E+11,,,1/18/1951
Rep,Lois,,Capps,,,D,CA,24,1,F,202-225-3601,202-225-5632,http://capps.house.gov,http://capps.house.gov/contact-me/email-me,2231 Rayburn House Office Building,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,1.69E+11,,,1/10/1938
Rep,Michael,E.,Capuano,,Mike,D,MA,07,1,M,202-225-5111,202-225-9322,http://www.house.gov/capuano,http://www.house.gov/capuano/contact/email.shtml,1414 Longworth House Office Building,C001037,18883,H8MA08071,400063,N00000267,,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,1.51E+14,,,1/9/1952
Rep,Joseph,,Crowley,,Joe,D,NY,14,1,M,202-225-3965,202-225-1909,http://crowley.house.gov,http://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,1.76E+14,,,3/16/1962
Rep,Ander,,Crenshaw,,,R,FL,04,1,M,202-225-2501,202-225-2504,http://crenshaw.house.gov,https://forms.house.gov/wyr/welcome.shtml,440 Cannon House Office Building,C001045,31130,H0FL04066,400086,N00012739,AnderCrenshaw,http://www.opencongress.org/wiki/Ander_Crenshaw,http://youtube.com/RepAnderCrenshaw,2.00E+11,,,9/1/1944
Rep,Eric,I.,Cantor,,,R,VA,07,1,M,202-225-2815,202-225-0011,http://cantor.house.gov,https://writerep.house.gov/writerep/welcome.shtml,303 Cannon House Office Building,C001046,5121,H0VA07042,400060,N00013131,GOPLeader,http://www.opencongress.org/wiki/Eric_Cantor,http://youtube.com/EricCantor,,,,6/6/1963
Rep,Shelley,Moore,Capito,,,R,WV,02,1,F,202-225-2711,202-225-7856,http://capito.house.gov,https://forms.house.gov/wyr/welcome.shtml,2366 Rayburn House Office Building,C001047,11701,H0WV02138,400061,N00009771,RepShelley,http://www.opencongress.org/wiki/Shelley_Moore_Capito,http://youtube.com/RepShelleyCapito,8057864757,,,11/26/1953
Rep,John,A.,Culberson,,,R,TX,07,1,M,202-225-2571,202-225-4381,http://culberson.house.gov,http://culbersonforms.house.gov/contact/,2352 Rayburn House Office Building,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,1751723339,,,8/24/1956
Rep,Wm.,Lacy,Clay,Jr.,Lacy,D,MO,01,1,M,202-225-2406,202-226-3717,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-us/,2418 Rayburn House Office Building,C001049,8967,H0MO01066,400074,N00012460,,http://www.opencongress.org/wiki/William_Lacy_Clay,http://youtube.com/WilliamLacyClay,1.09E+14,,,7/27/1956
Rep,John,R.,Carter,,,R,TX,31,1,M,202-225-3864,202-225-5886,http://carter.house.gov,https://forms.house.gov/wyr/welcome.shtml,409 Cannon House Office Building,C001051,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,1287257083,,,11/6/1941
Rep,Tom,,Cole,,,R,OK,04,1,M,202-225-6165,202-225-3512,http://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2458 Rayburn House Office Building,C001053,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,1.46E+14,,,4/28/1949
Rep,Jim,,Costa,,,D,CA,16,1,M,202-225-3341,202-225-9308,http://costa.house.gov,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,C001059,3577,H4CA20082,400618,N00026341,RepJimCosta,http://www.opencongress.org/wiki/Jim_Costa,http://youtube.com/RepJimCostaCA20,RepJimCosta,,,4/13/1952
Rep,Emanuel,,Cleaver,II,,D,MO,05,1,M,202-225-4535,202-225-4403,http://cleaver.house.gov,http://cleaver.house.gov/contact-me/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,,7954512692,,,10/26/1944
Rep,K.,Michael,Conaway,,Mike,R,TX,11,1,M,202-225-3605,202-225-1783,http://conaway.house.gov,http://conaway.house.gov/Contact/default.aspx#email,2430 Rayburn House Office Building,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,2.03E+14,,,6/11/1948
Rep,Henry,,Cuellar,,,D,TX,28,1,M,202-225-1640,202-225-1641,http://cuellar.house.gov,http://cuellar.house.gov/Contact/SendMeAnEmail.htm,2431 Rayburn House Office Building,C001063,5486,H2TX23082,400657,N00024978,RepCuellar,http://www.opencongress.org/wiki/Henry_Cuellar,http://youtube.com/henrycuellar,1.53E+11,,,9/19/1955
Rep,John,B.T.,Campbell,III,,R,CA,45,1,M,202-225-5611,202-225-9177,http://www.campbell.house.gov,https://forms.house.gov/campbell/webforms/issue_subscribe.htm,2331 Rayburn House Office Building,C001064,29368,H6CA48039,412011,N00027565,RepJohnCampbell,http://www.opencongress.org/wiki/John_B.T._Campbell,http://youtube.com/RepJohnCampbellCA48,60546090739,,,7/19/1955
Rep,Kathy,,Castor,,,D,FL,14,1,F,202-225-3376,202-225-5652,http://castor.house.gov,https://forms.house.gov/wyr/welcome.shtml,205 Cannon House Office Building,C001066,53825,H6FL11126,412195,N00027514,USRepKCastor,http://www.opencongress.org/wiki/Kathy_Castor,http://youtube.com/RepKathyCastor,1.82E+14,,,8/20/1966
Rep,Yvette,D.,Clarke,,,D,NY,09,1,F,202-225-6231,202-226-0112,http://clarke.house.gov,http://clarke.house.gov/contact/,2351 Rayburn House Office Building,C001067,44741,H4NY11138,412221,N00026961,YvetteClarke,http://www.opencongress.org/wiki/Yvette_Clarke,http://youtube.com/repyvetteclarke,1.35E+14,,,11/21/1964
Rep,Steve,,Cohen,,,D,TN,09,1,M,202-225-3265,202-225-5663,http://cohen.house.gov,http://cohen.house.gov/index.php?option=com_email_form&amp;Itemid=113,2404 Rayburn House Office Building,C001068,24340,H6TN09068,412236,N00003225,RepCohen,http://www.opencongress.org/wiki/Steve_Cohen,http://youtube.com/repcohen,1.11E+14,,,5/24/1949
Rep,Joe,D.,Courtney,,Joe,D,CT,02,1,M,202-225-2076,202-225-4977,http://courtney.house.gov,http://forms.house.gov/courtney/webforms/contact-form.shtml,2348 Rayburn House Office Building,C001069,30333,H2CT02112,412193,N00024842,RepJoeCourtney,http://www.opencongress.org/wiki/Joseph_Courtney,http://youtube.com/repcourtney,3.30E+11,,,4/6/1953
Rep,André,D.,Carson,,,D,IN,07,1,M,202-225-4011,202-225-5633,http://carson.house.gov,https://forms.house.gov/carson/webforms/issue_subscribe.htm,2453 Rayburn House Office Building,C001072,84917,H8IN07184,412258,N00029513,RepAndreCarson,http://www.opencongress.org/wiki/Andre_Carson,http://youtube.com/repandrecarson,1.24E+14,,,10/16/1974
Rep,Bill,,Cassidy,,Bill,R,LA,06,1,M,202-225-3901,202-225-7313,http://cassidy.house.gov,http://cassidy.house.gov/contact,1131 Longworth House Office Building,C001075,69494,H8LA00017,412269,N00030245,,http://www.opencongress.org/wiki/William_Cassidy,http://youtube.com/RepBillCassidy,,,,9/28/1957
Rep,Jason,,Chaffetz,,,R,UT,03,1,M,202-225-7751,202-225-5629,http://chaffetz.house.gov,http://chaffetz.house.gov/contact-me/email-me,2464 Rayburn House Office Building,C001076,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,http://youtube.com/JasonChaffetz,3.90E+14,,,3/26/1967
Rep,Mike,,Coffman,,,R,CO,06,1,M,202-225-7882,202-226-4623,http://coffman.house.gov,http://forms.house.gov/coffman/webforms/issue_subscribe.htm,2443 Rayburn House Office Building,C001077,1535,H8CO06138,412271,N00024753,RepMikeCoffman,http://www.opencongress.org/wiki/Mike_Coffman,http://youtube.com/CongressmanCoffman,3.66E+11,,,3/19/1955
Rep,Gerald,E.,Connolly,,Gerry,D,VA,11,1,M,202-225-1492,202-225-3071,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,424 Cannon House Office Building,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,http://youtube.com/repconnolly,1.77E+11,,,3/30/1950
Rep,Judy,M.,Chu,,,D,CA,27,1,F,202-225-5464,202-225-5467,http://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,1520 Longworth House Office Building,C001080,16539,H0CA32101,412379,N00030600,RepJudyChu,http://www.opencongress.org/wiki/Judy_Chu,http://youtube.com/RepJudyChu,41228315130,,,7/7/1953
Rep,John,C.,Carney,,,D,DE,00,1,M,202-225-4165,202-225-2291,http://johncarney.house.gov,https://forms.house.gov/carney/webforms/email-me.shtml,1406 Longworth House Office Building,C001083,53658,H0DE01017,412407,N00030736,JohnCarneyde,http://www.opencongress.org/wiki/John_Carney,http://youtube.com/RepJohnCarney,1.56E+14,,,5/20/1956
Rep,David,N.,Cicilline,,,D,RI,01,1,M,202-225-4911,202- 225-3290,http://cicilline.house.gov,http://cicilline.house.gov/contact-me/email-me,128 Cannon House Office Building,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,http://youtube.com/RepDavidCicilline,1.87E+14,,,7/15/1961
Rep,Eric,A.,Crawford,,Rick,R,AR,01,1,M,202-225-4076,202-225-5602,http://crawford.house.gov,http://crawford.house.gov/contact/,1711 Longworth House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,1.43E+14,,,1/22/1966
Rep,Matthew,A.,Cartwright,,,D,PA,17,1,M,202-225-5546,570-341-1055,http://cartwright.house.gov,http://cartwright.house.gov/contact/email-me,1419 Longworth House Office Building,C001090,136236,H2PA17079,412571,N00034128,RepCartwright,,,2.49E+14,,,5/1/1961
Rep,Joaquin,,Castro,,,D,TX,20,1,M,202-225-3236,202-225-1915,http://castro.house.gov,http://castro.house.gov/contact/email-me,212 Cannon House Office Building,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,http://youtube.com/JoaquinCastroTX,3.26E+14,,,9/16/1974
Rep,Chris,,Collins,,,R,NY,27,1,M,202-225-5265,,http://chriscollins.house.gov,http://chriscollins.house.gov/contact/email-me,1117 Longworth House Office Building,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,4.67E+14,,,5/20/1950
Rep,Doug,,Collins,,,R,GA,09,1,M,202-225-9893,202-226-1224,http://dougcollins.house.gov,http://dougcollins.house.gov/email-me/,513 Cannon House Office Building,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,5.06E+14,,,8/16/1966
